county,year,pm25_mean
Yolo County,2008,11.686008939766939
Yolo County,2009,8.755944854672876
Yolo County,2010,7.15573581068822
Yolo County,2011,8.51777026915233
Yolo County,2012,7.727620831662568
Yolo County,2013,9.296322733043015
Yolo County,2014,8.88791104844493
Yuba County,2001,10.78517279315644
Yuba County,2002,12.199268148348768
Yuba County,2003,11.069228174153698
Yuba County,2004,10.2769603637847
Yuba County,2005,10.208560701964384
Yuba County,2006,10.523051554397535
Yuba County,2007,9.328417089435616
Yuba County,2008,11.58081287197213
Yuba County,2009,8.456853981995343
Yuba County,2010,6.952216649308767
Yuba County,2011,8.149654623477534
Yuba County,2012,7.294784482811475
Yuba County,2013,9.035699902150137
Yuba County,2014,8.437811888456713
